story_id,cutoff_value,precision,recall,fpr,f1
5,90,0.9559471365638766,0.9954128440366973,0.007633587786259542,0.9752808988764046
8,10,0.016472203157172273,1.0,1.0,0.03241053342336259
8,20,0.016472203157172273,1.0,1.0,0.03241053342336259
8,30,0.016489178976296804,1.0,0.9989532449406838,0.03244339303818857
8,40,0.43119266055045874,1.0,0.021632937892533146,0.6025641025641025
8,50,0.43119266055045874,1.0,0.021632937892533146,0.6025641025641025
8,60,0.43119266055045874,1.0,0.021632937892533146,0.6025641025641025
8,70,0.43119266055045874,1.0,0.021632937892533146,0.6025641025641025
8,80,0.0625,0.08333333333333333,0.0209351011863224,0.07142857142857144
8,90,0.0625,0.08333333333333333,0.0209351011863224,0.07142857142857144
9,10,0.04946727549467275,0.7558139534883721,1.0,0.09285714285714285
9,20,0.05007704160246533,0.7558139534883721,0.9871897518014412,0.0939306358381503
9,30,0.051834130781499205,0.7558139534883721,0.9519615692554043,0.09701492537313433
9,40,0.0655241935483871,0.7558139534883721,0.8607242339832869,0.12059369202226344
9,50,0.09325681492109039,0.7558139534883721,0.5060048038430744,0.16602809706257982
9,60,0.11343804537521815,0.7558139534883721,0.4067253803042434,0.19726858877086492
9,70,0.19461077844311378,0.7558139534883721,0.2153722978382706,0.30952380952380953
9,80,0.43243243243243246,0.7529411764705882,0.06725380304243395,0.5493562231759657
9,90,1.0,0.5930232558139535,0.0,0.7445255474452555
11,10,0.048719236564540434,1.0,0.9994722955145119,0.09291187739463602
11,20,0.048841893252769386,1.0,0.9968337730870712,0.09313490158425347
11,30,0.049188640973630834,1.0,0.9894459102902374,0.09376510391493476
11,40,0.052976515565264885,1.0,0.9150395778364117,0.10062240663900415
11,50,0.9504950495049505,1.0,0.002638522427440633,0.9746192893401014
11,60,0.9504950495049505,1.0,0.002638522427440633,0.9746192893401014
11,70,0.9504950495049505,1.0,0.002638522427440633,0.9746192893401014
11,80,0.9693877551020408,0.9895833333333334,0.0015831134564643799,0.9793814432989691
11,90,0.9883720930232558,0.8854166666666666,0.0005277044854881266,0.9340659340659341
16,10,0.10921501706484642,0.8135593220338984,0.9974522292993631,0.1925777331995988
16,20,0.10983981693363844,0.8135593220338984,0.9910828025477707,0.1935483870967742
16,30,0.11047180667433831,0.8135593220338984,0.9847133757961783,0.1945288753799392
16,40,0.15973377703826955,0.8135593220338984,0.643312101910828,0.2670375521557719
16,50,0.2865671641791045,0.8135593220338984,0.30445859872611464,0.423841059602649
16,60,0.3,0.8135593220338984,0.28535031847133757,0.4383561643835616
16,70,0.44651162790697674,0.8135593220338984,0.15159235668789808,0.5765765765765766
16,80,0.6274509803921569,0.8135593220338984,0.07261146496815286,0.7084870848708488
16,90,0.9253731343283582,0.5391304347826087,0.006369426751592357,0.6813186813186813
17,10,0.10468174644923724,0.995,1.0,0.1894336030461685
17,20,0.10562632696390659,0.995,0.9900117508813161,0.19097888675623803
17,30,0.10886214442013128,0.995,0.9571092831962397,0.1962524654832347
17,40,0.11824123588829472,0.995,0.8719153936545241,0.21136484333510358
17,50,0.187206020696143,0.995,0.5076380728554641,0.31512272367379257
17,60,0.6104294478527608,0.995,0.0746180963572268,0.7566539923954373
17,70,0.6357827476038339,0.995,0.06698002350176263,0.7758284600389864
17,80,0.6357827476038339,0.995,0.06698002350176263,0.7758284600389864
17,90,0.9444444444444444,0.6699507389162561,0.004700352526439483,0.7838616714697406
19,10,0.042766151046405826,1.0,1.0,0.08202443280977312
19,20,0.04315886134067952,1.0,0.9904942965779467,0.08274647887323944
19,30,0.0444234404536862,1.0,0.9610266159695817,0.08506787330316741
19,40,0.05059203444564048,1.0,0.8384030418250951,0.09631147540983606
19,50,0.05773955773955774,1.0,0.7290874524714829,0.1091753774680604
19,60,0.08274647887323944,1.0,0.49524714828897337,0.15284552845528454
19,70,0.3333333333333333,1.0,0.08935361216730038,0.5
19,80,1.0,0.9148936170212766,0.0,0.9555555555555556
19,90,1.0,0.46808510638297873,0.0,0.6376811594202899
